抓取日期,来源编号,来源层级,地区,来源栏目,发布部门,文件标题,发布日期,命中关键词,原文链接,来源列表页
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于征求《西北区域省间电力中长期市场实施细则（2026年修订... 2026-02-14,2026-02-14,中长期;省间,https://xbj.nea.gov.cn/dtyw/tzgg/202602/t20260214_296071.html,https://xbj.nea.gov.cn/dtyw/tzgg/
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于征求陕西、宁夏、青海电力中长期市场实施细则（征求意见... 2026-01-26,2026-01-26,中长期,https://xbj.nea.gov.cn/dtyw/tzgg/202601/t20260126_294781.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于公开征求《重庆电力中长期市场实施细则（征求意见稿）》意见的通知 2026-01-26,2026-01-26,中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202601/t20260126_294791.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于公开征求《西藏自治区电力中长期市场实施细则（征求意见稿）》意见的通知 2026-01-26,2026-01-26,中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202601/t20260126_294793.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于公开征求《湖北省电力中长期市场实施细则（征求意见稿）》意见的通知 2026-01-26,2026-01-26,中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202601/t20260126_294794.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于公开征求《江西电力中长期市场实施细则（征求意见稿）》意见的通知 2026-01-26,2026-01-26,中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202601/t20260126_294792.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于公开征求《华中区域省间电力中长期交易实施细则（征求意见稿）》意见的通知 2026-01-26,2026-01-26,中长期;省间,https://hzj.nea.gov.cn/dtyw/tzgg/202601/t20260126_294795.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于公开征求《西北区域省间电力互济交易运营规则（试行）（... 2026-01-23,2026-01-23,省间,https://xbj.nea.gov.cn/dtyw/tzgg/202601/t20260123_294688.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省电力并网运行管理实施细则》《山东省电力辅助服务管理实施细则》(修订稿)的通知 2026-01-06,2026-01-06,辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202601/t20260106_293691.html,https://sdb.nea.gov.cn/dtyw/tzgg/
2026-04-27,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于印发《南方区域新能源参与电力市场交易实施方案（试行）》的通知 2026-01-04,2026-01-04,电力市场;新能源,https://nfj.nea.gov.cn/xwzx/tzgg/202601/t20260104_293533.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_1.html
2026-04-27,SRC-MU-011,直辖市,重庆,重庆市经济和信息化委员会-行政规范性文件,重庆市经济和信息化委员会,重庆市经济和信息化委员会 重庆市财政局 中共重庆市委金融委员会办公室 国家金融监督管理总局重庆监管局 重庆市商务委员会关于印发重庆市支持智能网联新能源商用产业发展政策措施（2025—2027年）的通知 (发文字号：渝经信规范〔2025〕13号成文日期 ：2025年12月30日),2025-12-30,新能源,https://jjxxw.cq.gov.cn/zwgk_213/zcwj/xzgfxwj/202512/t20251230_15280986.html,https://jjxxw.cq.gov.cn/zwgk_213/zcwj/xzgfxwj/
2026-04-27,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于印发《广东、广西、海南发电机组参与电力市场交易业务衔接暂行规定》的通知 2025-12-24,2025-12-24,电力市场,https://nfj.nea.gov.cn/xwzx/tzgg/202512/t20251224_292993.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东电力市场规则(试行)》的通知 2025-12-17,2025-12-17,电力市场,https://sdb.nea.gov.cn/dtyw/tzgg/202512/t20251217_292527.html,https://sdb.nea.gov.cn/dtyw/tzgg/
2026-04-27,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于加强辖区中长期批发交易合同签约履约监管的通知 2025-12-16,2025-12-16,中长期,https://nfj.nea.gov.cn/xwzx/tzgg/202512/t20251216_292441.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_1.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局关于征求《江西省电力市场规则4.0版》部分条款修订意见的通知 2025-12-03,2025-12-03,电力市场,https://hzj.nea.gov.cn/dtyw/tzgg/202512/t20251203_291649.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于公开征求《西藏自治区电力中长期交易实施细则（征求意见稿）》意见的通知 2025-11-22,2025-11-22,中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202511/t20251122_290996.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-R-004,区域监管,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于征求京津唐电力调峰辅助服务市场运营规则 （征求意见稿）意见的... 2025-11-17,2025-11-17,辅助服务,https://hbj.nea.gov.cn/dtyw/tzgg/202511/t20251117_290529.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于印发《西北区域跨省电力中长期交易实施细则——新型储能... 2025-10-30,2025-10-30,中长期,https://xbj.nea.gov.cn/dtyw/tzgg/202510/t20251030_289676.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-P-013,省级,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,关于印发《四川省深化新能源上网电价市场化改革实施方案》的通知(川发改价格〔2025〕480号),2025-09-30,新能源,https://fgw.sc.gov.cn/sfgw/qtwj/2025/9/30/7ba86d11a51442df97eb0ad3b14865c2.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list.shtml
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于公开征求《山东省电力并网运行管理实施细则(征求意见稿)》《山东省电力辅助服务管理实施... 2025-09-30,2025-09-30,辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202509/t20250930_288340.html,https://sdb.nea.gov.cn/dtyw/tzgg/
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局 青海省能源局关于印发《青海省电力中长期交易规则补充规定》... 2025-09-25,2025-09-25,交易规则;中长期,https://xbj.nea.gov.cn/dtyw/tzgg/202509/t20250926_288044.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于印发《江西省电力市场规则（试行4.0版）》的通知 2025-09-23,2025-09-23,电力市场,https://hzj.nea.gov.cn/dtyw/tzgg/202509/t20250923_287864.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局关于公开征求《重庆电力中长期交易实施细则（征求意见稿）》... 2025-09-17,2025-09-17,中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202509/t20250918_287628.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于征求《西北区域跨省电力中长期交易实施细则——新型储能... 2025-08-25,2025-08-25,中长期,https://xbj.nea.gov.cn/dtyw/tzgg/202508/t20250825_286163.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于征求《青海省电力中长期交易规则补充规定（征求意见稿）... 2025-08-13,2025-08-13,交易规则;中长期,https://xbj.nea.gov.cn/dtyw/tzgg/202508/t20250813_285708.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,华中能源监管局关于公开征求《华中区域(东四省)省间电力互济市场交易规则》意见的通知 2025-08-01,2025-08-01,交易规则;省间,https://hzj.nea.gov.cn/dtyw/tzgg/202508/t20250801_285216.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于提升海南省新能源和新型并网主体涉网安全能力的通知 2025-08-01,2025-08-01,新能源,https://nfj.nea.gov.cn/xwzx/tzgg/202508/t20250801_285183.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_3.html
2026-04-27,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于提升广西壮族自治区新能源和新型并网主体涉网安全能力的通知 2025-08-01,2025-08-01,新能源,https://nfj.nea.gov.cn/xwzx/tzgg/202508/t20250801_285182.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_3.html
2026-04-27,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于提升广东省新能源和新型并网主体涉网安全能力的通知 2025-08-01,2025-08-01,新能源,https://nfj.nea.gov.cn/xwzx/tzgg/202508/t20250801_285181.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_3.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 2025-07-29,2025-07-29,电力市场,https://sdb.nea.gov.cn/dtyw/tzgg/202507/t20250729_284995.html,https://sdb.nea.gov.cn/dtyw/tzgg/
2026-04-27,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,国家能源局西北监管局关于明确电力辅助服务市场价格机制等相关事项的通知 2025-07-01,2025-07-01,辅助服务,https://xbj.nea.gov.cn/dtyw/tzgg/202507/t20250701_283698.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于征求《山东省新能源和新型并网主体涉网安全能力提升工作方案》意见的函 2025-06-24,2025-06-24,新能源,https://sdb.nea.gov.cn/dtyw/tzgg/202506/t20250624_283284.html,https://sdb.nea.gov.cn/dtyw/tzgg/
2026-04-27,SRC-R-001,区域监管,南方区域,国家能源局南方监管局-通知公示,国家能源局派出机构,关于印发《南方区域电力市场运行规则（试行，2025年V1.0版）》的通知 2025-06-17,2025-06-17,电力市场,https://nfj.nea.gov.cn/xwzx/tzgg/202506/t20250625_283322.html,https://nfj.nea.gov.cn/xwzx/tzgg/index_3.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局关于印发《湖北、江西、重庆电力调频辅助服务市场运行规则》... 2025-04-02,2025-04-02,辅助服务,https://hzj.nea.gov.cn/dtyw/tzgg/202504/t20250402_279001.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,关于印发《重庆市电力中长期交易规则》的通知 2024-12-19,2024-12-19,交易规则;中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202412/t20241219_274177.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,华中能源监管局关于征求《湖北、江西、重庆电力调频辅助服务市场运行规则（征求意... 2024-11-20,2024-11-20,辅助服务,https://hzj.nea.gov.cn/dtyw/tzgg/202411/t20241120_272552.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-MU-005,直辖市,天津,天津市工业和信息化局-委局文件,天津市工业和信息化局,市工业和信息化局关于做好天津市2025年电力市场化交易工作的通知2024-11-15,2024-11-15,电力市场,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202411/t20241115_6780472.html,https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_4.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,华中能源监管局关于《重庆市电力中长期交易规则（修订稿）》公开征求意见的通知 2024-11-01,2024-11-01,交易规则;中长期,https://hzj.nea.gov.cn/dtyw/tzgg/202411/t20241112_272191.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于山东电力现货市场由试运行转正式运行的通知 2024-06-17,2024-06-17,现货,https://sdb.nea.gov.cn/dtyw/tzgg/202406/t20240617_264674.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东电力市场参数（试行）》的通知 2024-05-31,2024-05-31,电力市场,https://sdb.nea.gov.cn/dtyw/tzgg/202405/t20240531_263857.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局关于公开征求《川渝一体化电力调峰辅助服务市场交易规则（征... 2024-04-30,2024-04-30,交易规则;辅助服务,https://hzj.nea.gov.cn/dtyw/tzgg/202404/t20240430_261642.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-002,区域监管,华中区域,国家能源局华中监管局-通知公告,国家能源局派出机构,国家能源局华中监管局关于公开征求《华中区域省间电力中长期交易规则（征求意见稿... 2024-04-30,2024-04-30,交易规则;中长期;省间,https://hzj.nea.gov.cn/dtyw/tzgg/202404/t20240430_261641.html,https://hzj.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,《山东电力市场规则(试行)》编制说明 2024-04-20,2024-04-20,电力市场,https://sdb.nea.gov.cn/dtyw/tzgg/202404/t20240420_261036.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于征求《山东电力市场参数(试行)》(征求意见稿)意见的公告 2024-04-19,2024-04-19,电力市场,https://sdb.nea.gov.cn/dtyw/tzgg/202404/t20240419_261032.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东电力市场规则(试行)》的通知 2024-04-19,2024-04-19,电力市场,https://sdb.nea.gov.cn/dtyw/tzgg/202404/t20240419_261034.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东电力爬坡辅助服务市场交易规则(试行)》的通知 2024-02-08,2024-02-08,交易规则;辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202402/t20240208_245961.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于公开征求《山东电力市场规则(试行)》(征求意见稿)意见的通知 2024-01-08,2024-01-08,电力市场,https://sdb.nea.gov.cn/dtyw/tzgg/202401/t20240112_226902.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于征求《山东电力爬坡辅助服务市场交易规则(征求意见稿)》意见的通知 2023-08-08,2023-08-08,交易规则;辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110475.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省电力并网运行管理实施细则》、《山东省电力辅助服务管理实施细则》的通知 2023-07-24,2023-07-24,辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110474.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_1.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订《山东省电力中长期交易规则》的通知 2021-09-24,2021-09-24,交易规则;中长期,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110462.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,山东能源监管办关于《山东电力辅助服务市场运营规则(试行)(2021年修订版)(征求意见稿)》公开... 2021-09-03,2021-09-03,辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110459.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_2.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于简化山东电力中长期交易合同电量偏差免考核工作流程的通知 2021-08-25,2021-08-25,中长期,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110457.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于简化山东电力中长期交易合同电量偏差免考核工作流程的通知 2021-08-25,2021-08-25,中长期,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110456.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于印发《山东省电力中长期交易规则》的通知 2021-04-30,2021-04-30,交易规则;中长期,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110453.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,山东能源监管办关于《山东省电力中长期交易规则(征求意见稿)》公开征求意见的公告 2021-02-11,2021-02-11,交易规则;中长期,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110449.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订《山东电力辅助服务市场运营规则（试行）（2020年修订版）》的通知 2020-12-31,2020-12-31,辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110446.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于简化新能源发电企业参与山东电力市场准入流程的通知 2020-12-02,2020-12-02,电力市场;新能源,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110444.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_3.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于征求《山东电力辅助服务市场运营规则（试行）（2020年修订版）》（征求意见稿）意见的函 2020-10-20,2020-10-20,辅助服务,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110439.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于公布山东电力现货市场结算试运行有关市场参数的通知(试行) 2020-08-05,2020-08-05,现货;结算,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110429.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于修订《山东省电力现货市场交易规则(试行)》《山东省电力中长期市场交易规则(试行)》《山... 2020-07-31,2020-07-31,交易规则;中长期;现货,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110428.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_4.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,贵州电力市场规则,,电力市场,https://www.gzpec.cn/law/jygz/202502/t20250214_34020.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,第20号_中华人民共和国国家发展和改革委员会令（电力市场运行基本规则）,,电力市场,https://www.gzpec.cn/law/jygz/202505/t20250516_34494.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,电力市场运行基本规则,,电力市场,https://www.gzpec.cn/law/jygz/202502/t20250226_34096.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,电力市场注册基本规则,,电力市场,https://www.gzpec.cn/law/jygz/202502/t20250226_34100.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,电力市场信息披露基本规则（国能发监管〔2024〕9号）,,电力市场,https://www.gzpec.cn/law/jygz/202505/t20250516_34495.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,电力中长期交易基本规则—绿色电力交易专章,,中长期,https://www.gzpec.cn/law/jygz/202502/t20250226_34102.html,https://www.gzpec.cn/law/jygz/index_1.html
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,海南电力市场规则,,电力市场,https://www.gzpec.cn/law/jygz/202505/t20250516_34492.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-T-001,交易机构,南方区域,广州电力交易中心-交易规则,广州电力交易中心,广西电力市场规则,,电力市场,https://www.gzpec.cn/law/jygz/202505/t20250516_34491.html,https://www.gzpec.cn/law/jygz/
2026-04-27,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于做好2026年电力市场年度交易工作的通知12-03,,电力市场,https://drc.gd.gov.cn/snyj/tzgg/content/post_4808354.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_4.html
