"抓取批次","候选编号","来源编号","来源层级","地区","来源栏目","发布部门","文件标题","发布日期","命中关键词","文档类型","质量分","入库状态","建议动作","原文链接","来源列表页"
"20260427_185749","CAND-6E98A81878A6","SRC-N-001","国家级","全国","国家发展改革委-政策通知","国家发展改革委","关于国家电网有限公司省间电力现货交易规则的复函(发改办体改〔2021〕837号)","","交易规则;现货;省间","HTML","64","待重试","保留在待采集链接中后续重试","https://www.ndrc.gov.cn/xxgk/zcfb/tz/202111/t20211116_1304017.html","https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_14.html"
"20260427_185749","CAND-2C79213C0817","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于修订山东省电力中长期交易规则有关条款的通知 2019-12-20","2019-12-20","交易规则;中长期","HTML","62","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110409.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_6.html"
"20260427_185749","CAND-E6623247A32E","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","山东能源监管办 山东省发展改革委 山东省能源局关于征求《山东省电力现货市场交易规则》、《... 2020-02-03","2020-02-03","交易规则;现货","HTML","62","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110414.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_5.html"
"20260427_185749","CAND-90D968B235D1","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","华中能源监管局关于印发《湖北电力调峰辅助服务市场运营规则（试行）》的通知 2020-06-09","2020-06-09","运营规则;辅助服务;调峰","HTML","62","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165543.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_10.html"
"20260427_185749","CAND-A0DD00C851F6","SRC-R-001","区域监管","南方区域","国家能源局南方监管局-通知公示","国家能源局派出机构","关于组织开展南方区域跨省电力备用辅助服务市场模拟试运行的通知 2022-04-13","2022-04-13","辅助服务;备用;跨省","HTML","62","已入库","无需重复入库","http://nfj.nea.gov.cn/xxgk/fdzdgknr/scjg/202402/t20240208_240243.html","https://nfj.nea.gov.cn/xwzx/tzgg/index_24.html"
"20260427_185749","CAND-6348CCF597B1","SRC-R-001","区域监管","南方区域","国家能源局南方监管局-通知公示","国家能源局派出机构","关于审定广西电力市场中长期电能量交易等实施细则的复函 2022-04-18","2022-04-18","电力市场;实施细则;中长期;电能量","HTML","62","已入库","无需重复入库","https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245758.html","https://nfj.nea.gov.cn/xwzx/tzgg/index_24.html"
"20260427_185749","CAND-167238164BDF","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","国家能源局华中监管局关于《华中省间电力调峰及备用辅助服务市场运营规则（征求意... 2022-04-24","2022-04-24","运营规则;辅助服务;调峰;备用;省间","HTML","62","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165574.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_8.html"
"20260427_185749","CAND-3CFB9AC23347","SRC-R-001","区域监管","南方区域","国家能源局南方监管局-通知公示","国家能源局派出机构","跨省跨区送电参与南方（以广东起步）现货市场偏差处理办法解读 2022-08-01","2022-08-01","现货;跨省;跨区","HTML","62","已入库","无需重复入库","https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245790.html","https://nfj.nea.gov.cn/xwzx/tzgg/index_22.html"
"20260427_185749","CAND-A21D2B578ABD","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","关于印发《江西省电力中长期交易实施细则》的通知 2022-08-18","2022-08-18","实施细则;中长期","HTML","62","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165593.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_7.html"
"20260427_185749","CAND-F79895D50A4D","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","关于印发《重庆市电力中长期交易规则》的通知 2022-09-28","2022-09-28","交易规则;中长期","HTML","62","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165596.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_7.html"
"20260427_185749","CAND-D122E3E18C09","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","关于印发《重庆电力调频辅助服务市场运营规则》的通知 2022-12-09","2022-12-09","运营规则;辅助服务;调频","HTML","62","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165603.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_6.html"
"20260427_185749","CAND-9347AA22F9B8","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","华中能源监管局关于印发《江西电力调频辅助服务市场运营规则》的通知 2022-12-29","2022-12-29","运营规则;辅助服务;调频","HTML","62","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165604.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_6.html"
"20260427_185749","CAND-897D121E2E61","SRC-R-006","区域监管","西北区域","国家能源局西北监管局-通知公告","国家能源局派出机构","国家能源局西北监管局 陕西省发展和改革委员会关于印发《陕西省电力中长期交易规则... 2023-05-15","2023-05-15","交易规则;中长期","HTML","62","已入库","无需重复入库","https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147603.html","https://xbj.nea.gov.cn/dtyw/tzgg/index_15.html"
"20260427_185749","CAND-B43637765714","SRC-R-001","区域监管","南方区域","国家能源局南方监管局-通知公示","国家能源局派出机构","关于印发《南方区域跨省（区）电力应急调度暂行规则》的通知 2023-10-08","2023-10-08","跨省","HTML","62","已入库","无需重复入库","https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245918.html","https://nfj.nea.gov.cn/xwzx/tzgg/index_13.html"
"20260427_185749","CAND-4EB78C6B0FD2","SRC-R-007","区域监管","华东区域","国家能源局华东监管局-通知公告","国家能源局派出机构","上海电力中长期交易规则—绿色电力交易专章 2024-10-28","2024-10-28","电力交易;交易规则;中长期","PDF","62","已入库","无需重复入库","https://hdj.nea.gov.cn/dtyw/tzgg/202410/P020241028483509077634.pdf","https://hdj.nea.gov.cn/dtyw/tzgg/index_20.html"
"20260427_185749","CAND-075F05064A29","SRC-R-007","区域监管","华东区域","国家能源局华东监管局-通知公告","国家能源局派出机构","华东能源监管局关于扩展华东电力调峰辅助服务市场交易至日内... 2024-12-13","2024-12-13","辅助服务;调峰","PDF","62","已入库","无需重复入库","https://hdj.nea.gov.cn/dtyw/tzgg/202412/P020241213517426410288.pdf","https://hdj.nea.gov.cn/dtyw/tzgg/index_19.html"
"20260427_185749","CAND-C52ED507A198","SRC-R-001","区域监管","南方区域","国家能源局南方监管局-通知公示","国家能源局派出机构","国家能源局南方监管局 广东省能源局关于印发《广东电力市场运行规则》的通知 2025-02-17","2025-02-17","电力市场","HTML","62","已入库","无需重复入库","https://nfj.nea.gov.cn/xwzx/tzgg/202502/t20250217_276657.html","https://nfj.nea.gov.cn/xwzx/tzgg/index_5.html"
"20260427_185749","CAND-8C78A58B2467","SRC-N-002","国家级","全国","国家发展改革委-规范性文件","国家发展改革委","关于印发《区域电网输电价格定价办法(试行)》《跨省跨区专项工程输电价格定价办法(试行)》和《关于制定地方电网和增量配电网配电价格的指导意见》的通知(发改价格规﹝2017﹞2269号)","","跨省;跨区","HTML","60","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201801/t20180103_960934.html","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/index_6.html"
"20260427_185749","CAND-51EB30208F66","SRC-N-002","国家级","全国","国家发展改革委-规范性文件","国家发展改革委","关于印发《跨省跨区专项工程输电价格定价办法》的通知(发改价格规〔2021〕1455号)","","跨省;跨区","HTML","60","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202110/t20211015_1299846.html","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/index_3.html"
"20260427_185749","CAND-DCD3AEB88C73","SRC-N-002","国家级","全国","国家发展改革委-规范性文件","国家发展改革委","关于印发《跨省跨区电力应急调度管理办法》的通知(发改运行规〔2025〕1193号)","","跨省;跨区","HTML","60","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/202510/t20251013_1400912.html","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/"
"20260427_185749","CAND-B0F72F50073E","SRC-N-001","国家级","全国","国家发展改革委-政策通知","国家发展改革委","关于建立健全电力辅助服务市场价格机制的通知(发改价格〔2024〕196号)","","辅助服务","HTML","60","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/tz/202402/t20240208_1364053.html","https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_6.html"
"20260427_185749","CAND-A0AD12B7E01C","SRC-N-001","国家级","全国","国家发展改革委-政策通知","国家发展改革委","关于进一步加快电力现货市场建设工作的通知(发改办体改〔2023〕813号)","","现货","HTML","60","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/tz/202311/t20231101_1361704.html","https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_7.html"
"20260427_185749","CAND-49126C771F24","SRC-N-002","国家级","全国","国家发展改革委-规范性文件","国家发展改革委","印发《关于加快储气设施建设和完善储气调峰辅助服务市场机制的意见》的通知(发改能源规〔2018〕637号)","","辅助服务;调峰","HTML","60","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201804/t20180427_960946.html","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/index_5.html"
"20260427_185749","CAND-7BEF23BDDE40","SRC-N-002","国家级","全国","国家发展改革委-规范性文件","国家发展改革委","印发《关于深化电力现货市场建设试点工作的意见》 的通知(发改办能源规〔2019〕828号)","","现货","HTML","60","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/201908/t20190807_960970.html","https://www.ndrc.gov.cn/xxgk/zcfb/ghxwj/index_5.html"
"20260427_185749","CAND-11E67EF11929","SRC-P-033","省级","内蒙古自治区","内蒙古自治区能源局-通知公告","内蒙古自治区能源局","内蒙古自治区能源局 国家能源局华北监管局关于印发《内蒙古电力多边交易市场规则体系》的通知","","规则体系","HTML","58","已入库","无需重复入库","https://nyj.nmg.gov.cn/slh/tz/202412/t20241231_2646275.html","https://nyj.nmg.gov.cn/slh/tz/index_24.html"
"20260427_185749","CAND-33FCB0ED92BC","SRC-P-033","省级","内蒙古自治区","内蒙古自治区能源局-通知公告","内蒙古自治区能源局","内蒙古自治区能源局关于做好2025年内蒙古东部电力交易市场中长期交易有关事宜的通知","","电力交易;中长期","HTML","58","已入库","无需重复入库","https://nyj.nmg.gov.cn/slh/tz/202412/t20241220_2641262.html","https://nyj.nmg.gov.cn/slh/tz/index_24.html"
"20260427_185749","CAND-6861D688D282","SRC-P-033","省级","内蒙古自治区","内蒙古自治区能源局-通知公告","内蒙古自治区能源局","内蒙古自治区能源局关于做好2025年内蒙古电力多边交易市场中长期交易有关事宜的通知","","中长期","HTML","58","已入库","无需重复入库","https://nyj.nmg.gov.cn/slh/tz/202412/t20241220_2641194.html","https://nyj.nmg.gov.cn/slh/tz/index_24.html"
"20260427_185749","CAND-D2550973DB1E","SRC-P-002","省级","广东","广东省能源局-通知公告","广东省能源局","广东省能源局 国家能源局南方监管局关于印发《广东省虚拟电厂参与电力市场交易实施方案》的通知11-18","","电力市场","HTML","58","已入库","无需重复入库","https://drc.gd.gov.cn/snyj/tzgg/content/post_4526577.html","https://drc.gd.gov.cn/snyj/tzgg/mindex_10.html"
"20260427_185749","CAND-8933E85058ED","SRC-P-002","省级","广东","广东省能源局-通知公告","广东省能源局","广东省能源局 国家能源局南方监管局关于印发广东省抽水蓄能参与电力市场交易实施方案的通知07-17","","电力市场","HTML","58","已入库","无需重复入库","https://drc.gd.gov.cn/snyj/tzgg/content/post_4457025.html","https://drc.gd.gov.cn/snyj/tzgg/mindex_13.html"
"20260427_185749","CAND-EC4C5789C923","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","国家发改委国家能源局关于印发《电力中长期交易基本规则（暂行）》的通知 2017-01-18","2017-01-18","中长期","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110316.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_12.html"
"20260427_185749","CAND-0A3E4D65797E","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于印发《山东电力辅助服务市场运营规则（试行）》的通知 2017-06-05","2017-06-05","运营规则;辅助服务","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110342.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_10.html"
"20260427_185749","CAND-AD0E26D414B2","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于修订电力中长期交易规则的通知 2017-08-30","2017-08-30","交易规则;中长期","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110349.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_10.html"
"20260427_185749","CAND-0378DA9BD287","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于修订山东省电力中长期交易规则的通知 2017-12-08","2017-12-08","交易规则;中长期","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110353.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_9.html"
"20260427_185749","CAND-5F7D6C5FF569","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于征求《北京电力交易中心省间电力中长期交易实施细则（暂行）》意见的函 2018-03-28","2018-03-28","电力交易;实施细则;中长期;省间","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110364.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_9.html"
"20260427_185749","CAND-0276F5E7CCA4","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于修订《山东省电力市场监管办法(试行)》的通知 2019-04-02","2019-04-02","电力市场;市场监管","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110393.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_7.html"
"20260427_185749","CAND-9AE540E7CE9C","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于征求《山东省电力现货市场交易规则》《山东省电力中长期市场交易规则》(征求意见稿)意见... 2019-06-12","2019-06-12","交易规则;中长期;现货","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110398.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_6.html"
"20260427_185749","CAND-5D282BE53855","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于对山东广能节能科技有限公司违反电力市场交易规则情况的通报 2019-12-25","2019-12-25","电力市场;交易规则","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110411.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_6.html"
"20260427_185749","CAND-D51C84C07821","SRC-R-003","区域监管","山东","国家能源局山东监管办公室-通知公告","国家能源局派出机构","关于征求山东电力现货市场结算试运行有关市场参数意见的公告 2020-07-17","2020-07-17","现货;结算","HTML","58","已入库","无需重复入库","https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110426.html","https://sdb.nea.gov.cn/dtyw/tzgg/index_5.html"
"20260427_185749","CAND-3CAEDBBD74DC","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","国家能源局华中监管局 江西省能源局关于印发《江西省电力辅助服务市场运营规则（试... 2020-11-05","2020-11-05","运营规则;辅助服务","HTML","58","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165550.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_10.html"
"20260427_185749","CAND-FA91B2D80155","SRC-R-004","区域监管","华北区域","国家能源局华北监管局-通知公告","国家能源局派出机构","华北能源监管局关于再次征求华北电力调峰容量市场运营规则意见通知 2021-09-06","2021-09-06","运营规则;调峰","HTML","58","已入库","无需重复入库","https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120322.html","https://hbj.nea.gov.cn/dtyw/tzgg/index_24.html"
"20260427_185749","CAND-12E862EC73F9","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","华中能源监管局关于印发修订《华中电力调峰辅助服务市场省间调峰辅助服务河南电网... 2021-09-10","2021-09-10","辅助服务;调峰;省间","HTML","58","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165561.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_9.html"
"20260427_185749","CAND-D18D54C2E0D2","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","华中能源监管局关于印发《新型市场主体参与华中电力调峰辅助服务市场规则（试行）... 2021-11-23","2021-11-23","辅助服务;调峰","HTML","58","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165565.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_9.html"
"20260427_185749","CAND-F61B124506B3","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","华中能源监管局 四川能源监管办关于印发《川渝一体化电力调峰辅助服务市场运营规则... 2021-11-25","2021-11-25","运营规则;辅助服务;调峰","HTML","58","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165566.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_9.html"
"20260427_185749","CAND-20E8A38E782C","SRC-R-004","区域监管","华北区域","国家能源局华北监管局-通知公告","国家能源局派出机构","华北能源监管局关于明确2022年京津唐电网电力中长期交易有关事项的通知 2021-12-20","2021-12-20","中长期","HTML","58","已入库","无需重复入库","https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120343.html","https://hbj.nea.gov.cn/dtyw/tzgg/index_22.html"
"20260427_185749","CAND-ACF967E65E36","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","华中能源监管局关于印发《华中区域电力市场信息披露办法》的通知 2022-04-01","2022-04-01","电力市场","HTML","58","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165573.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_8.html"
"20260427_185749","CAND-46701D6E763F","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","国家能源局华中监管局 湖北省能源局 关于印发《湖北省电力中长期交易实施 细则》的... 2022-08-19","2022-08-19","中长期","HTML","58","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165594.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_7.html"
"20260427_185749","CAND-D747CE2B163D","SRC-R-002","区域监管","华中区域","国家能源局华中监管局-通知公告","国家能源局派出机构","关于印发《西藏电力辅助服务管理实施细则》《西藏电力并网运行管理实施细则》的通知 2022-12-29","2022-12-29","实施细则;辅助服务","HTML","58","已入库","无需重复入库","https://hzj.nea.gov.cn/dtyw/tzgg/202310/t20231021_165605.html","https://hzj.nea.gov.cn/dtyw/tzgg/index_6.html"
"20260427_185749","CAND-9BE26E741336","SRC-MU-005","直辖市","天津","天津市工业和信息化局-委局文件","天津市工业和信息化局","市工业和信息化局关于做好天津市2024年电力市场化交易工作的通知2023-11-07","2023-11-07","电力市场;市场化交易","HTML","58","已入库","无需重复入库","https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202311/t20231107_6449862.html","https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/index_7.html"
"20260427_185749","CAND-EE7FE966EB19","SRC-R-001","区域监管","南方区域","国家能源局南方监管局-通知公示","国家能源局派出机构","关于印发《广东、广西、海南发电机组进入及退出商业运营实施细则》的通知 2023-11-24","2023-11-24","实施细则","HTML","58","已入库","无需重复入库","https://nfj.nea.gov.cn/xwzx/tzgg/202402/t20240208_245932.html","https://nfj.nea.gov.cn/xwzx/tzgg/index_12.html"
"20260427_185749","CAND-6122A07CB670","SRC-R-006","区域监管","西北区域","国家能源局西北监管局-通知公告","国家能源局派出机构","国家能源局西北监管局关于公开征求《西北区域跨省电力中长期交易实施细则（征求意... 2024-03-28","2024-03-28","实施细则;中长期;跨省","HTML","58","已入库","无需重复入库","https://xbj.nea.gov.cn/dtyw/tzgg/202403/t20240328_259809.html","https://xbj.nea.gov.cn/dtyw/tzgg/index_13.html"
"20260427_185749","CAND-3AAD7C60CCEB","SRC-R-007","区域监管","华东区域","国家能源局华东监管局-通知公告","国家能源局派出机构","长三角省市间富余新能源消纳互济交易规则（试行） 2024-12-13","2024-12-13","交易规则","PDF","58","已入库","无需重复入库","https://hdj.nea.gov.cn/dtyw/tzgg/202412/P020241213517196349987.pdf","https://hdj.nea.gov.cn/dtyw/tzgg/index_19.html"
"20260427_185749","CAND-5E3CE632EDAD","SRC-MU-005","直辖市","天津","天津市工业和信息化局-委局文件","天津市工业和信息化局","市工业和信息化局等部门关于印发《天津市电力需求侧管理实施细则》的通知2025-11-25","2025-11-25","实施细则","HTML","58","已入库","无需重复入库","https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/202505/t20250515_6931797.html","https://gyxxh.tj.gov.cn/ZWGK4147/ZCWJ6355/wjwj/"
"20260427_185749","CAND-2C2D80BAFA6C","SRC-N-001","国家级","全国","国家发展改革委-政策通知","国家发展改革委","关于做好2021年电力中长期合同签订工作的通知(发改运行〔2020〕1784号)","","中长期","HTML","56","已入库","无需重复入库","https://www.ndrc.gov.cn/xxgk/zcfb/tz/202012/t20201202_1252094.html","https://www.ndrc.gov.cn/xxgk/zcfb/tz/index_19.html"
